name,rating,transactions,price,label
The Habit Burger Grill,3.5,['delivery'],1,POSITIF
Big Bite,4,"['pickup', 'delivery']",1,POSITIF
Ubatuba Acai - Sherman Oaks,4.5,['delivery'],2,POSITIF
Ichima,4,"['delivery', 'pickup']",2,POSITIF
Shuffle Bar,4,['delivery'],2,POSITIF
MidiCi The Neapolitan Pizza Company,4,"['delivery', 'pickup']",2,POSITIF
Farm District Marketplace,4.5,"['pickup', 'delivery']",0,POSITIF
Subway,4,"['pickup', 'delivery']",1,POSITIF
Market Cocina,5,[],0,POSITIF
On The Thirty,4,"['delivery', 'pickup']",2,POSITIF
Dave's Hot Chicken,4.5,"['delivery', 'pickup']",2,POSITIF
O'cado Restaurant & Wine Bar,4.5,"['delivery', 'pickup']",2,POSITIF
Noodle World Jr,4,['delivery'],1,POSITIF
Eighth Bullet,5,"['delivery', 'pickup']",0,POSITIF
El Torito,4,['delivery'],2,POSITIF
Asatryan's Ginetun,4,"['delivery', 'pickup']",0,POSITIF
Jamba,3.5,"['delivery', 'pickup']",1,POSITIF
Domino's Pizza,2,[],1,NEGATIF
Baja Fresh,3,"['delivery', 'pickup']",1,NEGATIF
Chuck E. Cheese,3,"['delivery', 'pickup']",2,NEGATIF
Happy Days Cafe,4,"['delivery', 'pickup']",1,POSITIF
Juice Crafters,4,"['delivery', 'pickup']",2,POSITIF
La Pisa Cafe,1.5,[],1,NEGATIF
Al’s Hot Chicken-Sherman Oaks,4,"['delivery', 'pickup']",0,POSITIF
Pizza Wagon Of Brooklyn,4.5,"['delivery', 'pickup']",1,POSITIF
Crave Café,3.5,"['delivery', 'pickup']",2,POSITIF
Crave Cafe Sushi,4,"['delivery', 'pickup']",2,POSITIF
Mako Bowl,3.5,"['pickup', 'delivery']",1,POSITIF
Pasadena Sandwich Company,4.5,"['delivery', 'pickup']",2,POSITIF
Sherman Hops,5,[],0,POSITIF
Islands Restaurant,3.5,['delivery'],2,POSITIF
Maria's Italian Kitchen - Pasadena,3.5,"['delivery', 'pickup']",2,POSITIF
Panera Bread,3,"['pickup', 'delivery']",2,NEGATIF
Uncle Andre's BBQ,3.5,"['delivery', 'pickup']",2,POSITIF
Seaweed Hand Roll Bar,4,"['delivery', 'pickup']",4,POSITIF
Restaurant Maestro,3,[],0,NEGATIF
Gourmet 47 Caffe & Catering,5,"['delivery', 'pickup']",3,POSITIF
Buko Restaurant,4,['delivery'],2,POSITIF
All India Cafe,4.5,"['pickup', 'delivery']",2,POSITIF
Leonor's Mexican Vegetarian Restaurant,4,"['pickup', 'delivery']",1,POSITIF
Damon's Steak House,4,['delivery'],2,POSITIF
Jazzve Garden Cafe,5,[],0,POSITIF
Hardys Best BBQ,4,['delivery'],2,POSITIF
Roobic's Cafe,4.5,"['pickup', 'delivery']",0,POSITIF
Pita kitchen,4,"['delivery', 'pickup']",2,POSITIF
Hot Wings Cafe,3.5,['delivery'],2,POSITIF
Jazzve Garden,3.5,"['pickup', 'delivery']",0,POSITIF
The Dish Thai Fusion Cuisine,4.5,"['delivery', 'pickup']",2,POSITIF
Pizza Guy,3.5,"['delivery', 'pickup']",1,POSITIF
Porto's Bakery & Cafe,4.5,[],1,POSITIF
Daphne's,3.5,"['pickup', 'delivery']",1,POSITIF
Fatburger,3.5,['pickup'],1,POSITIF
Pho Hut,3.5,"['delivery', 'pickup']",2,POSITIF
Oishi Sushi,4.5,"['pickup', 'delivery']",0,POSITIF
Ideology Coffee,4.5,"['delivery', 'pickup']",0,POSITIF
眞 Jin Cook - Authentic Korean Soul Food,4.5,"['delivery', 'pickup']",2,POSITIF
Hook Burger,4,[],2,POSITIF
Bollywood Indian Restaurant & Banquet,4.5,"['pickup', 'delivery']",2,POSITIF
Cabana Liquor/ Papa’s Deli,4,"['pickup', 'delivery']",2,POSITIF
El Torito,4,['delivery'],2,POSITIF
Kabuki Japanese Restaurant,3.5,"['delivery', 'pickup']",2,POSITIF
Osteria La Buca - Sherman Oaks,4,"['delivery', 'pickup']",0,POSITIF
Coffee Fix,4.5,"['delivery', 'pickup']",2,POSITIF
Carousel Restaurant,4,"['pickup', 'delivery', 'restaurant_reservation']",2,POSITIF
Quickie's Pizzas & Subs,4,"['delivery', 'pickup']",1,POSITIF
Chill,4,"['pickup', 'delivery']",1,POSITIF
Juice Budz,4.5,"['delivery', 'pickup']",2,POSITIF
Da Juice Bar,4,"['delivery', 'pickup']",1,POSITIF
Pagliacci's Trattoria Taverna,4,"['pickup', 'delivery']",2,POSITIF
Yolo Hot Chicken,4.5,"['delivery', 'pickup']",0,POSITIF
Cactus Taqueria #4,3,"['pickup', 'delivery']",1,NEGATIF
Ameci Italian Kitchen - Sherman Oaks,3.5,"['delivery', 'pickup']",2,POSITIF
Rice Wok,4,"['delivery', 'pickup']",1,POSITIF
SanSai Japanese Grill,3.5,"['pickup', 'delivery']",1,POSITIF
Cafe Areni,4.5,"['delivery', 'pickup']",0,POSITIF
Stanley's Restaurant,4,"['delivery', 'pickup']",2,POSITIF
World Cafe,5,"['pickup', 'delivery']",1,POSITIF
Panera Bread,3,"['pickup', 'delivery']",2,NEGATIF
Bea Bea’s,4,['delivery'],2,POSITIF
Islands Restaurant,3.5,['delivery'],2,POSITIF
Del Taco,2.5,['delivery'],1,NEGATIF
The Great White Hut,4,"['delivery', 'pickup']",1,POSITIF
Marco's Pizza,4,"['pickup', 'delivery']",2,POSITIF
Panda Inn,4,"['pickup', 'delivery']",2,POSITIF
Mendocino Farms,4.5,['delivery'],2,POSITIF
Subway,3,"['pickup', 'delivery']",1,NEGATIF
California Fish Grill,4.5,[],0,POSITIF
Big Fish Japanese Cuisine,4,"['pickup', 'delivery']",2,POSITIF
Fresh Thai,4,"['delivery', 'pickup']",1,POSITIF
Numero Uno Pizza,4,"['pickup', 'delivery']",2,POSITIF
Marston's,3.5,"['delivery', 'pickup']",2,POSITIF
Mix & Match Burger,4,"['pickup', 'delivery']",1,POSITIF
Rubio's Coastal Grill,4,['delivery'],1,POSITIF
Lucky Boy,3.5,['delivery'],1,POSITIF
California Poke House,4,"['pickup', 'delivery']",2,POSITIF
Cocina Cilantro,4,"['pickup', 'delivery']",1,POSITIF
Trattoria & Market del Sole,4.5,"['delivery', 'pickup']",2,POSITIF
Carnival Restaurant,4,"['pickup', 'delivery']",2,POSITIF
Jamba,2.5,"['delivery', 'pickup']",0,NEGATIF
El Morfi Grill,4,"['delivery', 'pickup']",2,POSITIF
Garden Cafe,4.5,"['pickup', 'delivery']",2,POSITIF
Panda Express,2.5,"['pickup', 'delivery']",1,NEGATIF
Crazy Rock'N Sushi,4,"['pickup', 'delivery']",2,POSITIF
The Habit Burger Grill,3.5,['delivery'],1,POSITIF
Pearl District Sherman Oaks,4.5,['delivery'],3,POSITIF
Taco Bell,2.5,['delivery'],1,NEGATIF
MB Chinese Food,3.5,"['delivery', 'pickup']",2,POSITIF
Palazzo Pizza Pasta,2.5,[],1,NEGATIF
Ventanas Restaurant & Bar,3,[],2,NEGATIF
Big Mama's & Papa's Pizzeria - Glendale,4.5,"['delivery', 'pickup']",0,POSITIF
Mo' Dish BBQ,4,"['pickup', 'delivery']",0,POSITIF
Leaning Tower Pizza & Pasta,4.5,"['delivery', 'pickup']",2,POSITIF
McDonald's,2.5,['delivery'],1,NEGATIF
Jinky's Cafe - Sherman Oaks,3.5,"['delivery', 'pickup']",2,POSITIF
Lola's Peruvian Restaurant,4,"['delivery', 'pickup']",2,POSITIF
Sunny & Fine's Breakfast Burritos,2,['delivery'],0,NEGATIF
Let's Pho,3.5,"['delivery', 'pickup']",2,POSITIF
Man vs Fries,2.5,"['delivery', 'pickup']",0,NEGATIF
MrBeast Burger,1.5,"['delivery', 'pickup']",0,NEGATIF
Mr Furley's Bar - Glendale,4,[],0,POSITIF
The Local Peasant - Sherman Oaks,4,"['pickup', 'delivery']",2,POSITIF
Atomic Chef,4.5,"['pickup', 'delivery']",0,POSITIF
Courthouse Cafeteria,3,['delivery'],0,NEGATIF
Taisho,4.5,[],0,POSITIF
Midori Sushi,3.5,"['delivery', 'pickup']",2,POSITIF
Taste of India - Sherman Oaks,4,"['pickup', 'delivery']",2,POSITIF
Bamboo Cuisine,3.5,"['delivery', 'pickup']",2,POSITIF
Plate & Petal,4,"['delivery', 'pickup']",2,POSITIF
Te'Kila,4,"['pickup', 'delivery']",2,POSITIF
Santino's NY Pizza,4,"['delivery', 'pickup']",2,POSITIF
Gracefully Fed,5,"['delivery', 'pickup']",0,POSITIF
Eden On Brand,4,"['delivery', 'pickup']",2,POSITIF
Ralphs,3,[],2,NEGATIF
Poquito Más,4,"['delivery', 'pickup']",2,POSITIF
Tavern On Brand,4,"['pickup', 'delivery']",2,POSITIF
Sushi Stop,3,[],0,NEGATIF
Natalie Peruvian Seafood Restaurant - Glendale,4.5,"['delivery', 'pickup']",2,POSITIF
Dave's Salads,5,[],0,POSITIF
The Halal Guys,4,"['delivery', 'pickup']",1,POSITIF
Tacos El Bigotudo,5,[],0,POSITIF
The One Up,4,['delivery'],2,POSITIF
Bellini Bistro,4.5,['delivery'],1,POSITIF
Panda Inn,4,"['delivery', 'pickup']",2,POSITIF
Sushi Raku,3.5,"['pickup', 'delivery']",2,POSITIF
Cariaco,5,['delivery'],2,POSITIF
Spice Season,4.5,"['delivery', 'pickup']",0,POSITIF
Teriyaki Me!,4.5,['delivery'],1,POSITIF
Kozy Korner Thai Cuisine,4,"['delivery', 'pickup']",2,POSITIF
KFC,2,"['delivery', 'pickup']",1,NEGATIF
Sweet Butter Kitchen,3.5,"['delivery', 'pickup']",2,POSITIF
Heritage Eatery,5,['delivery'],2,POSITIF
Petit Trois,3.5,['delivery'],3,POSITIF
Charm Thai Cuisine,4,"['delivery', 'pickup']",2,POSITIF
Pizza Nosh,4.5,"['delivery', 'pickup']",1,POSITIF
Antonio's Pizzeria & Italian Restaurant,4,"['delivery', 'pickup']",2,POSITIF
The Woodman,4,"['delivery', 'pickup']",2,POSITIF
Pink Orchid Bakery and Cafe,4.5,['delivery'],1,POSITIF
Amores Tequila Grill And Bar,4,"['pickup', 'delivery']",0,POSITIF
Makin Vegan Sushi & Izakaya,5,[],0,POSITIF
La Cava,3.5,['delivery'],3,POSITIF
Izakaya M,3.5,"['delivery', 'pickup']",2,POSITIF
Cafe Bizou,4,[],2,POSITIF
Chipotle Mexican Grill,3,['delivery'],1,NEGATIF
Lal Mirch Indian Restaurant,4.5,"['delivery', 'pickup']",2,POSITIF
Project Taco,4.5,"['delivery', 'pickup']",0,POSITIF
The Joint Eatery,4.5,['delivery'],2,POSITIF
Samo's Cafe & Grill,5,"['pickup', 'delivery']",0,POSITIF
Papalito's Tacos,3,[],1,NEGATIF
Eden Garden Bar & Grill,4,"['restaurant_reservation', 'pickup']",2,POSITIF
Kaiju Sushi,4,"['delivery', 'pickup']",2,POSITIF
G Fat Station,4,"['pickup', 'delivery']",2,POSITIF
Hank's A Deli of Sorts,4.5,[],0,POSITIF
Orange Delite & Grill,4.5,"['delivery', 'pickup']",2,POSITIF
Zono Sushi,4,"['delivery', 'pickup']",2,POSITIF
Boneyard Bistro,3.5,"['delivery', 'pickup']",2,POSITIF
Tender Greens,3.5,"['pickup', 'delivery']",2,POSITIF
Umigame Japanese Kitchen,5,"['pickup', 'delivery']",2,POSITIF
California Pizza Kitchen at Pasadena,3.5,"['delivery', 'pickup']",2,POSITIF
Gam Tu Bop,4.5,"['delivery', 'pickup']",1,POSITIF
Chipotle Mexican Grill,2.5,['delivery'],1,NEGATIF
Alexander's Steakhouse - Pasadena,4,"['delivery', 'pickup']",4,POSITIF
Sushi Note,4,"['delivery', 'pickup']",3,POSITIF
Kopan Sushi & Ramen Bar - Glendale,4,"['delivery', 'pickup']",2,POSITIF
McDonald's,2.5,['delivery'],1,NEGATIF
Maria's Italian Kitchen - Sherman Oaks,4,"['pickup', 'delivery']",2,POSITIF
Panda Express,3,"['delivery', 'pickup']",1,NEGATIF
Poké Cafe,4.5,['pickup'],2,POSITIF
Tacos Cancun,4.5,['delivery'],1,POSITIF
Wood & Water,4.5,['delivery'],3,POSITIF
Chop Shop 23,5,[],0,POSITIF
The Chop Shop,5,[],0,POSITIF
Kaviar Sushi Bar,4.5,"['restaurant_reservation', 'delivery', 'pickup']",0,POSITIF
Nesmon Café,3.5,['delivery'],2,POSITIF
Max's of Manila - Glendale,3,"['delivery', 'pickup', 'restaurant_reservation']",2,NEGATIF
Malama Pono Restaurant,5,['delivery'],2,POSITIF
Urartu Coffee,4.5,"['delivery', 'pickup']",1,POSITIF
Union Street Sandwich Company,4,"['pickup', 'delivery']",2,POSITIF
Mistral,4.5,"['pickup', 'delivery']",3,POSITIF
BJ's Restaurant & Brewhouse,3,['delivery'],2,NEGATIF
Olive Garden Italian Restaurant,3,[],2,NEGATIF
Jack in the Box,2,['delivery'],1,NEGATIF
California Pizza Kitchen at Glendale,3.5,"['delivery', 'pickup']",2,POSITIF
Selin Food Bazaar,3,[],1,NEGATIF
Octopus Japanese Restaurant,4,['delivery'],2,POSITIF
Grandview Palace,4,"['delivery', 'pickup']",2,POSITIF
Casa Vega,3,['delivery'],2,NEGATIF
Subway,3,"['delivery', 'pickup']",1,NEGATIF
Natas Pastries,4,"['delivery', 'pickup']",2,POSITIF
Khinkali House,4.5,"['delivery', 'pickup']",2,POSITIF
Royal Vanak,4,"['pickup', 'delivery']",2,POSITIF
Maestro Restaurant,4,"['delivery', 'restaurant_reservation']",3,POSITIF
Sasabune Glendale,4.5,"['pickup', 'delivery']",4,POSITIF
Le Petit Restaurant,4,"['pickup', 'delivery']",2,POSITIF
Terra e Mare,4,"['pickup', 'restaurant_reservation']",3,POSITIF
Lemon Zest Cafe,4.5,"['pickup', 'delivery']",2,POSITIF
The Great Greek,4,['delivery'],2,POSITIF
Cocina Abuelita Carmen,3,[],0,NEGATIF
Chiquita Bonita,4,['delivery'],2,POSITIF
Lucky 7 Pizza,4,"['delivery', 'pickup']",1,POSITIF
Hot Spot Pizza,4,"['pickup', 'delivery']",1,POSITIF
Gabriella's New York City Pizza,2.5,"['delivery', 'pickup']",0,NEGATIF
Pizzaoki,2.5,"['pickup', 'delivery']",0,NEGATIF
Golden Palace Mongolian BBQ,4,['delivery'],2,POSITIF
Highlight Coffee,4.5,['delivery'],1,POSITIF
Raffi's Place,4.5,['delivery'],2,POSITIF
Bento Box,3,"['pickup', 'delivery']",2,NEGATIF
La Vaca Brazilian Grill,3.5,"['pickup', 'delivery']",2,POSITIF
Gin Sushi,3.5,"['delivery', 'pickup']",2,POSITIF
Rumi Cafe,4.5,"['pickup', 'delivery']",1,POSITIF
Islands Restaurant,3.5,['delivery'],2,POSITIF
Havlabar,4.5,"['delivery', 'pickup']",0,POSITIF
Urbane Cafe,4,['delivery'],2,POSITIF
King Taco,3.5,['delivery'],1,POSITIF
Creamy Spoon French Bistro,4.5,"['pickup', 'delivery']",2,POSITIF
ARA Deli & Grocery,4,[],1,POSITIF
Lily Mae's Hot Chicken,1.5,"['pickup', 'delivery']",0,NEGATIF
Froman's Chicago Deep Dish Pizza,1,"['delivery', 'pickup']",0,NEGATIF
Wonder Wings,1,"['delivery', 'pickup']",0,NEGATIF
LJ's Southern Fried Chicken,2,['delivery'],0,NEGATIF
All About Poke,4.5,"['pickup', 'delivery']",2,POSITIF
Saffron Mediterranean Kitchen_Agoura Hills,4,"['pickup', 'delivery']",0,POSITIF
Krispy Krunchy Chicken,1.5,"['pickup', 'delivery']",0,NEGATIF
Tender Greens,4,"['delivery', 'pickup']",2,POSITIF
Los Pollos Hermanos,3.5,"['pickup', 'delivery']",0,POSITIF
El Super Burrito,4,['delivery'],1,POSITIF
Rafi’s Village,4,"['delivery', 'pickup']",0,POSITIF
Village Pizzeria,1,[],0,NEGATIF
King Taco,2.5,['delivery'],1,NEGATIF
The Lahmajune Factory,4,"['pickup', 'delivery']",1,POSITIF
Hong Kong Express,4,[],1,POSITIF
Urban Cafe,3.5,['delivery'],1,POSITIF
Marugame Udon,3.5,"['delivery', 'pickup']",0,POSITIF
The Restaurant at New School of Cooking,3.5,"['pickup', 'delivery']",2,POSITIF
Okamoto Kitchen,4,"['pickup', 'delivery']",2,POSITIF
Rotisserie Chicken Of California,4,[],2,POSITIF
Mario's Italian Deli & Market,4.5,['pickup'],1,POSITIF
Europane,4,['delivery'],2,POSITIF
The Mixx Pasadena,4,"['pickup', 'delivery']",2,POSITIF
Terrace Sushi,2,[],2,NEGATIF
Kseni Mademoiselle,2.5,"['delivery', 'pickup']",0,NEGATIF
Zhengyalov Hatz,5,"['delivery', 'pickup']",0,POSITIF
Gengis Khan,4,"['delivery', 'pickup']",0,POSITIF
GoodFellow market,5,"['pickup', 'delivery']",0,POSITIF
Good Fellow Pizza,3,"['pickup', 'delivery']",2,NEGATIF
Tasty Yerevan,4.5,"['delivery', 'pickup']",0,POSITIF
Joon Shabu Shabu,4.5,['delivery'],2,POSITIF
Yes Sushi,4,"['pickup', 'delivery']",2,POSITIF
Fleming’s Prime Steakhouse & Wine Bar,4,[],3,POSITIF
Five Guys,3,['delivery'],2,NEGATIF
Glendale Pho Co,4,['delivery'],2,POSITIF
Noodle St,4.5,"['delivery', 'pickup']",2,POSITIF
Jimmy John's,2.5,[],1,NEGATIF
Cafe Armitage,1,[],0,NEGATIF
Ginger And Spice Noodle & Grill,4,"['pickup', 'delivery']",1,POSITIF
Ruth's Chris Steak House,4,[],4,POSITIF
Blaze Pizza,4,"['pickup', 'delivery']",2,POSITIF
Subway,2,"['delivery', 'pickup']",1,NEGATIF
Shiki Sushi,4,"['delivery', 'pickup']",2,POSITIF
Crave Cafe,4,"['pickup', 'delivery']",2,POSITIF
Le Pain Quotidien,4,"['pickup', 'delivery']",2,POSITIF
Lunasia Dim Sum House,4,['delivery'],2,POSITIF
Kopan Ramen - Pasadena,4,"['pickup', 'delivery']",2,POSITIF
Tiffany's Coffee,4,"['delivery', 'pickup']",1,POSITIF
Hot Wings Cafe,3,"['delivery', 'pickup']",2,NEGATIF
Barneys Beanery,3,"['delivery', 'pickup']",2,NEGATIF
IX Tapa Cantina,2.5,['pickup'],2,NEGATIF
Blaze Pizza,4,[],1,POSITIF
Grissini Ristorante Italiano,4,"['delivery', 'pickup']",2,POSITIF
Settebello Pizzeria Napoletana,4,['delivery'],2,POSITIF
Tacos El Pollo,4,"['pickup', 'delivery']",1,POSITIF
Mr Monster Hotdog,4,['delivery'],0,POSITIF
Más Veggies Vegan Taqueria,3,"['delivery', 'pickup']",0,NEGATIF
Philz Coffee,4,['delivery'],1,POSITIF
Tiny Buns,1,['delivery'],0,NEGATIF
Hollywood Pizza Cafe,4,[],0,POSITIF
Gustos,2,[],1,NEGATIF
sweetgreen,3.5,"['pickup', 'delivery']",0,POSITIF
Anayas,4,['restaurant_reservation'],2,POSITIF
Takuya Japanese Restaurant,4,['delivery'],2,POSITIF
Yahaira's Cafe,4,"['delivery', 'pickup']",2,POSITIF
Iroha Sushi of Tokyo,4,['delivery'],3,POSITIF
Cafe Southwest,5,"['delivery', 'pickup']",1,POSITIF
OJI Sushi & Sake Bar,4.5,"['pickup', 'delivery']",2,POSITIF
Great Maple - Pasadena,4,['delivery'],2,POSITIF
Beaming Organic Superfood Café,4.5,['delivery'],2,POSITIF
Patio Cafe,3,['delivery'],2,NEGATIF
sweetgreen,4,"['pickup', 'delivery']",0,POSITIF
El Cholo Cafe Pasadena,3,"['delivery', 'pickup']",2,NEGATIF
Vegas Seafood Buffet,3.5,[],2,POSITIF
BJ's Restaurant & Brewhouse,3,['delivery'],2,NEGATIF
Kumadori Sushi,4,"['pickup', 'delivery']",2,POSITIF
McDonald's,2,['delivery'],1,NEGATIF
In-N-Out Burger,3.5,[],1,POSITIF
Kura Revolving Sushi Bar,4,"['delivery', 'pickup']",2,POSITIF
Yard House,3.5,"['delivery', 'pickup']",2,POSITIF
Fit Bar Superfood Cafe,4.5,[],0,POSITIF
Ahi Sushi,4,"['delivery', 'pickup']",2,POSITIF
Mediterranean Delight,4.5,"['delivery', 'pickup']",1,POSITIF
Subway,2,"['delivery', 'pickup']",1,NEGATIF
Sushi Enya - Pasadena,4,"['pickup', 'delivery']",2,POSITIF
Urth Caffé-Pasadena,3.5,"['pickup', 'delivery']",2,POSITIF
L&L Hawaiian Barbecue,2.5,"['delivery', 'pickup']",2,NEGATIF
Sushi Story,4,"['pickup', 'delivery']",0,POSITIF
P.F. Chang's,3,"['delivery', 'pickup']",2,NEGATIF
Tokyo Wako Restaurant,3,['delivery'],2,NEGATIF
Lucky Baldwin's Pub,4,"['pickup', 'delivery']",2,POSITIF
Good Eats Pasadena,4,[],0,POSITIF
Charleys Cheesesteaks,3,[],1,NEGATIF
Rubio's Coastal Grill,3,['delivery'],1,NEGATIF
Premier Restaurant & Bar,4,['delivery'],4,POSITIF
Twisted Oak Tavern,4,"['pickup', 'delivery']",2,POSITIF
Sharky's Woodfired Mexican Grill,4,"['delivery', 'pickup']",2,POSITIF
Jimmy John's,2,[],0,NEGATIF
Subway,3.5,"['delivery', 'pickup']",1,POSITIF
Fresh Connection Deli,2,[],0,NEGATIF
Saso,4,[],3,POSITIF
Salt & Fries,3,['delivery'],1,NEGATIF
IHOP,3,"['delivery', 'pickup']",2,NEGATIF
L.A. Italian Kitchen,3,"['pickup', 'delivery']",1,NEGATIF
Chipotle Mexican Grill,2,['delivery'],1,NEGATIF
Hot Dog on a Stick,3.5,"['pickup', 'delivery']",1,POSITIF
A Gourmet Quickie,5,[],0,POSITIF
Massis Kabob - The Original Kabobery,3,"['pickup', 'delivery']",2,NEGATIF
Chick-fil-A,3,['delivery'],2,NEGATIF
Burger King,2,['delivery'],1,NEGATIF
Charleys Philly Steaks,4.5,"['pickup', 'delivery']",0,POSITIF
Five Guys,3.5,['delivery'],2,POSITIF
Yen Sushi & Sake Bar,4,"['delivery', 'pickup']",2,POSITIF
Western Bagel,3,"['pickup', 'delivery']",1,NEGATIF
Raw Junkies,5,"['pickup', 'delivery']",2,POSITIF
Panda Express,2,[],2,NEGATIF
Studio Sushi,4.5,"['delivery', 'pickup']",2,POSITIF
Cafe Vietnam Truck,4.5,"['pickup', 'delivery']",1,POSITIF
Bad Ass Breakfast Burritos,3.5,"['pickup', 'delivery']",0,POSITIF
Buffalo Wild Wings,2.5,"['pickup', 'delivery']",2,NEGATIF
The Stand,4.5,"['delivery', 'pickup']",2,POSITIF
Capriotti's Sandwich Shop,4,"['delivery', 'pickup']",0,POSITIF
Jersey Mike's Subs,3.5,"['delivery', 'pickup']",1,POSITIF
The Halal Guys,3.5,"['pickup', 'delivery']",0,POSITIF
Craybays Creole & Southern Cuisines,3,['delivery'],0,NEGATIF
Kitchen United Mix,3.5,['delivery'],2,POSITIF
Fresh Brothers - Pasadena,3.5,"['pickup', 'delivery']",0,POSITIF
Pierre Garden,3.5,"['delivery', 'pickup']",2,POSITIF
Grilled Cheese Heaven,1.5,"['delivery', 'pickup']",0,NEGATIF
Mama Musubi,4,"['pickup', 'delivery']",2,POSITIF
Tokyo Riso Pasadena,4,"['delivery', 'pickup']",0,POSITIF
Amazebowls at Kitchen United Mix,4,"['delivery', 'pickup']",0,POSITIF
Canter's Deli Pasadena,2.5,"['pickup', 'delivery']",0,NEGATIF
Old Smokey's,3,"['pickup', 'delivery']",0,NEGATIF
Panda Express,2.5,"['pickup', 'delivery']",1,NEGATIF
Mandarin Lotus,4.5,['delivery'],2,POSITIF
Dinah's Chicken,3,[],0,NEGATIF
Bad Mutha Clucka,2.5,"['delivery', 'pickup']",0,NEGATIF
Greenleaf Chopshop,3.5,"['pickup', 'delivery']",0,POSITIF
Freiburger,5,"['pickup', 'delivery']",0,POSITIF
Trejos Tacos - Pasadena,2.5,['delivery'],0,NEGATIF
Lucille's Smokehouse Bar-B-Que,2.5,"['pickup', 'delivery']",0,NEGATIF
Wendy's,1,['delivery'],0,NEGATIF
Samlor Thai Street Food,3,"['delivery', 'pickup']",0,NEGATIF
Joan's on Third,3.5,['delivery'],2,POSITIF
Thai Original BBQ,3,"['delivery', 'pickup']",2,NEGATIF
Stone Oven,3.5,"['pickup', 'delivery']",1,POSITIF
Karas,4,"['delivery', 'pickup']",2,POSITIF
Fig Sprout,4.5,['delivery'],2,POSITIF
El Pollo Loco,3,"['delivery', 'pickup']",1,NEGATIF
Copa Vida,4,"['pickup', 'delivery']",2,POSITIF
Nespresso Boutique,3,[],2,NEGATIF
Wood Ranch BBQ & Grill,3.5,['delivery'],2,POSITIF
Plant B,1,"['delivery', 'pickup']",0,NEGATIF
SomiSomi,4.5,[],1,POSITIF
Me + Crepe,4,"['delivery', 'pickup']",2,POSITIF
Underdogs,4,[],2,POSITIF
Tuning Fork,4,"['delivery', 'pickup']",2,POSITIF
The Oak and Vine,4.5,['delivery'],2,POSITIF
Glenwood Smokehouse,4.5,[],2,POSITIF
Dog Haus,4.5,"['pickup', 'delivery']",2,POSITIF
Potato Corner,3.5,[],1,POSITIF
Nonna’s Empanadas,3.5,[],0,POSITIF
The Famous,4.5,['delivery'],2,POSITIF
Taco Azteca Original,4,['delivery'],1,POSITIF
Adonis,4.5,[],0,POSITIF
Numero Uno,4,"['delivery', 'pickup']",2,POSITIF
Agoura Deli & Mart Formerly Agoura Liquor & Deli,4,['delivery'],2,POSITIF
Veranda Restaurant,4,['delivery'],3,POSITIF
MrBeast Burger,1,['delivery'],0,NEGATIF
Gangadin Indian,4,"['delivery', 'pickup']",2,POSITIF
Enjoyer,4.5,"['pickup', 'delivery']",1,POSITIF
Lapasta Restaurant,2,[],2,NEGATIF
Coldwater Canyon Provisions,5,[],3,POSITIF
Best Liquor Meat & Deli,4,"['pickup', 'delivery']",0,POSITIF
Plata Taqueria & Cantina,4,['delivery'],2,POSITIF
Katsuya Glendale,3,"['pickup', 'delivery']",2,NEGATIF
Flavors Of India,3,[],0,NEGATIF
Sage Plant Based Bistro - Agoura Hills,4.5,"['pickup', 'delivery']",2,POSITIF
Frida Mexican Cuisine,3,"['restaurant_reservation', 'pickup', 'delivery']",2,NEGATIF
Jack in the Box,2,['delivery'],1,NEGATIF
Bagelicious Cafe Agoura Hills,3.5,"['delivery', 'pickup']",0,POSITIF
The Six Chow House Studio City,4.5,"['pickup', 'restaurant_reservation']",2,POSITIF
Boar Dough Tasting Room,4,"['pickup', 'delivery']",2,POSITIF
Blue Table Wine and Cheese Bar,4,['delivery'],2,POSITIF
Shiraz,4,"['pickup', 'delivery']",2,POSITIF
Romanov Restaurant & Lounge,3.5,[],4,POSITIF
The Cheesecake Factory - Glendale,3,"['delivery', 'restaurant_reservation']",2,NEGATIF
Plant Nation,3,"['delivery', 'pickup']",0,NEGATIF
Krispy Rice,2.5,"['pickup', 'delivery']",0,NEGATIF
Sam's Crispy Chicken,2.5,['delivery'],0,NEGATIF
Le Pain Quotidien,3.5,"['delivery', 'pickup']",2,POSITIF
Belle Bakery Cafe,4.5,['delivery'],1,POSITIF
Sushi Su,3.5,"['pickup', 'delivery']",2,POSITIF
Ladurée Los Angeles,3,['delivery'],2,NEGATIF
RioZonas Açaí,4.5,"['pickup', 'delivery']",1,POSITIF
Vintage Wine + Eats,4.5,"['pickup', 'delivery']",2,POSITIF
Ladyface Alehouse & Brasserie,3.5,['delivery'],2,POSITIF
Tavern Tomoko & Ladyface Brewery,4,"['pickup', 'delivery']",0,POSITIF
Fatamorgana Gelato,4.5,"['delivery', 'pickup']",2,POSITIF
Islands Restaurant,3.5,['delivery'],2,POSITIF
Chin Chin,3.5,"['delivery', 'pickup']",2,POSITIF
Bacari GDL,4.5,"['delivery', 'pickup']",2,POSITIF
Panera Bread,3,"['pickup', 'delivery']",1,NEGATIF
Golden Fork,3.5,['delivery'],2,POSITIF
Yamato Restaurant,3,"['delivery', 'pickup']",2,NEGATIF
